Found 285 images belonging to 4 classes.
Found 98 images belonging to 4 classes.
training starts
2,215,1.08,0.56
2,217,1.05,0.56
2,219,0.87,0.75
2,221,0.97,0.62
2,223,0.85,0.62
2,225,0.92,0.69
2,227,0.97,0.62
2,228,0.96,0.50
2,229,1.36,0.12
2,231,1.06,0.62
2,232,1.11,0.62
2,234,0.89,0.69
2,236,0.88,0.75
2,238,1.15,0.38
2,240,1.29,0.54
2,242,0.90,0.56
2,244,0.82,0.69
2,246,1.25,0.44
2,248,1.11,0.50
2,250,1.17,0.38
2,251,1.20,0.50
2,253,0.95,0.69
2,255,1.01,0.44
2,257,1.13,0.50
2,259,0.95,0.56
2,261,0.66,0.88
2,262,0.84,0.69
2,263,0.98,0.56
2,265,0.97,0.44
2,267,0.81,0.88
2,269,0.99,0.50
2,271,1.28,0.62
2,272,1.08,0.50
2,273,1.04,0.50
2,275,1.05,0.56
2,277,1.01,0.62
2,279,1.19,0.56
2,280,1.08,0.62
2,282,1.23,0.62
2,284,0.94,0.88
2,286,1.05,0.50
2,288,0.91,0.56
2,290,1.34,0.31
2,292,1.09,0.44
2,294,1.25,0.46
2,295,1.14,0.44
2,297,1.14,0.44
2,299,0.95,0.62
2,300,1.09,0.56
TEST: 2,300,0.91,0.72
2,301,1.09,0.69
2,303,0.95,0.75
2,305,1.02,0.56
2,307,0.86,0.69
2,309,0.96,0.62
2,310,1.05,0.44
2,312,1.07,0.54
2,314,1.40,0.19
2,316,1.01,0.56
2,317,0.87,0.56
2,318,1.03,0.56
2,319,0.97,0.56
2,321,1.09,0.56
2,323,1.06,0.50
2,325,1.28,0.56
2,327,1.06,0.38
2,329,1.20,0.56
2,331,1.22,0.56
2,333,0.89,0.62
2,335,1.00,0.56
2,337,0.99,0.75
2,339,0.94,0.50
2,340,1.03,0.75
2,342,1.26,0.44
2,344,0.80,0.62
2,345,0.95,0.62
2,347,1.00,0.62
2,349,0.98,0.50
2,350,1.02,0.44
2,352,0.95,0.56
2,353,1.12,0.56
2,355,0.93,0.56
2,357,0.85,0.81
2,359,1.25,0.44
2,361,0.86,0.69
2,362,0.97,0.56
2,363,1.17,0.62
2,365,0.68,0.75
2,367,1.05,0.75
2,369,0.97,0.62
2,371,1.21,0.25
2,373,0.65,0.88
2,375,1.01,0.56
2,377,1.06,0.50
2,379,1.02,0.62
2,380,1.00,0.56
2,382,0.90,0.75
2,384,1.10,0.38
2,386,1.15,0.50
2,388,0.94,0.44
2,390,1.07,0.50
2,391,0.90,0.69
2,393,0.87,0.56
2,395,1.04,0.62
